dates,prices,card,expansion
25.01.2019,2.45,Karn-Silver-Golem,Commanders-Arsenal
21.02.2019,0.19,Karn-Silver-Golem,Commanders-Arsenal
06.03.2019,0.4,Karn-Silver-Golem,Commanders-Arsenal
08.03.2019,0.32,Karn-Silver-Golem,Commanders-Arsenal
27.03.2019,0.45,Karn-Silver-Golem,Commanders-Arsenal
12.04.2019,0.24,Karn-Silver-Golem,Commanders-Arsenal
12.05.2019,0.26,Karn-Silver-Golem,Commanders-Arsenal
16.05.2019,0.9,Karn-Silver-Golem,Commanders-Arsenal
25.05.2019,0.22,Karn-Silver-Golem,Commanders-Arsenal
02.06.2019,3.29,Karn-Silver-Golem,Commanders-Arsenal
03.06.2019,0.3,Karn-Silver-Golem,Commanders-Arsenal
11.06.2019,0.75,Karn-Silver-Golem,Commanders-Arsenal
16.06.2019,0.1,Karn-Silver-Golem,Commanders-Arsenal
24.08.2019,0.75,Karn-Silver-Golem,Commanders-Arsenal
17.09.2019,1.45,Karn-Silver-Golem,Commanders-Arsenal
11.10.2019,0.49,Karn-Silver-Golem,Commanders-Arsenal
22.10.2019,0.47,Karn-Silver-Golem,Commanders-Arsenal
12.11.2019,0.72,Karn-Silver-Golem,Commanders-Arsenal
09.12.2019,0.33,Karn-Silver-Golem,Commanders-Arsenal
28.12.2019,0.1,Karn-Silver-Golem,Commanders-Arsenal
11.01.2020,0.2,Karn-Silver-Golem,Commanders-Arsenal
12.01.2020,0.4,Karn-Silver-Golem,Commanders-Arsenal
19.01.2020,0.45,Karn-Silver-Golem,Commanders-Arsenal
28.03.2020,0.4,Karn-Silver-Golem,Commanders-Arsenal
10.04.2020,0.25,Karn-Silver-Golem,Commanders-Arsenal
26.04.2020,0.75,Karn-Silver-Golem,Commanders-Arsenal
01.05.2020,0.75,Karn-Silver-Golem,Commanders-Arsenal
05.05.2020,0.75,Karn-Silver-Golem,Commanders-Arsenal
07.05.2020,0.53,Karn-Silver-Golem,Commanders-Arsenal
19.05.2020,0.4,Karn-Silver-Golem,Commanders-Arsenal
11.10.2019,0.38,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
05.11.2019,0.34,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
05.12.2019,0.31,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
12.12.2019,0.99,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
13.12.2019,0.31,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
21.12.2019,0.38,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
22.12.2019,2.0,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
26.12.2019,0.2,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
03.01.2020,0.31,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
07.01.2020,0.28,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
08.01.2020,0.28,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
11.01.2020,1.5,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
12.01.2020,0.2,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
14.01.2020,0.28,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
19.01.2020,0.28,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
22.01.2020,0.2,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
25.01.2020,0.75,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
10.02.2020,0.31,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
12.02.2020,0.25,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
03.03.2020,0.23,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
07.03.2020,0.99,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
21.04.2020,0.6,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
22.04.2020,0.99,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
26.04.2020,0.99,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
01.05.2020,0.99,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
05.05.2020,0.22,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
07.05.2020,1.28,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
08.05.2020,2.69,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
11.05.2020,0.99,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
19.05.2020,0.1,Karrthus-Tyrant-of-Jund,Commanders-Arsenal
11.05.2019,0.26,Mayael-the-Anima,Commanders-Arsenal
25.05.2019,0.21,Mayael-the-Anima,Commanders-Arsenal
08.06.2019,0.19,Mayael-the-Anima,Commanders-Arsenal
17.07.2019,0.17,Mayael-the-Anima,Commanders-Arsenal
10.08.2019,0.25,Mayael-the-Anima,Commanders-Arsenal
27.08.2019,0.1,Mayael-the-Anima,Commanders-Arsenal
30.08.2019,0.15,Mayael-the-Anima,Commanders-Arsenal
10.09.2019,0.14,Mayael-the-Anima,Commanders-Arsenal
24.09.2019,0.14,Mayael-the-Anima,Commanders-Arsenal
11.10.2019,0.14,Mayael-the-Anima,Commanders-Arsenal
13.10.2019,0.19,Mayael-the-Anima,Commanders-Arsenal
12.11.2019,0.34,Mayael-the-Anima,Commanders-Arsenal
05.12.2019,0.11,Mayael-the-Anima,Commanders-Arsenal
20.12.2019,0.17,Mayael-the-Anima,Commanders-Arsenal
10.01.2020,0.9,Mayael-the-Anima,Commanders-Arsenal
12.01.2020,0.3,Mayael-the-Anima,Commanders-Arsenal
31.01.2020,0.09,Mayael-the-Anima,Commanders-Arsenal
12.02.2020,0.09,Mayael-the-Anima,Commanders-Arsenal
25.02.2020,0.5,Mayael-the-Anima,Commanders-Arsenal
03.03.2020,0.08,Mayael-the-Anima,Commanders-Arsenal
10.03.2020,0.4,Mayael-the-Anima,Commanders-Arsenal
20.03.2020,0.08,Mayael-the-Anima,Commanders-Arsenal
27.03.2020,0.08,Mayael-the-Anima,Commanders-Arsenal
31.03.2020,0.07,Mayael-the-Anima,Commanders-Arsenal
01.04.2020,0.07,Mayael-the-Anima,Commanders-Arsenal
10.04.2020,0.07,Mayael-the-Anima,Commanders-Arsenal
21.04.2020,0.3,Mayael-the-Anima,Commanders-Arsenal
26.04.2020,0.99,Mayael-the-Anima,Commanders-Arsenal
05.05.2020,0.07,Mayael-the-Anima,Commanders-Arsenal
09.05.2020,0.08,Mayael-the-Anima,Commanders-Arsenal
30.09.2019,5.1,Mind-s-Eye,Commanders-Arsenal
02.10.2019,5.0,Mind-s-Eye,Commanders-Arsenal
08.10.2019,6.89,Mind-s-Eye,Commanders-Arsenal
15.10.2019,5.95,Mind-s-Eye,Commanders-Arsenal
11.11.2019,3.9,Mind-s-Eye,Commanders-Arsenal
30.11.2019,4.88,Mind-s-Eye,Commanders-Arsenal
28.12.2019,9.99,Mind-s-Eye,Commanders-Arsenal
01.01.2020,6.1,Mind-s-Eye,Commanders-Arsenal
11.01.2020,4.9,Mind-s-Eye,Commanders-Arsenal
14.01.2020,4.99,Mind-s-Eye,Commanders-Arsenal
15.01.2020,3.99,Mind-s-Eye,Commanders-Arsenal
28.01.2020,4.0,Mind-s-Eye,Commanders-Arsenal
03.02.2020,5.0,Mind-s-Eye,Commanders-Arsenal
06.02.2020,4.0,Mind-s-Eye,Commanders-Arsenal
13.02.2020,4.99,Mind-s-Eye,Commanders-Arsenal
15.02.2020,4.99,Mind-s-Eye,Commanders-Arsenal
18.02.2020,5.99,Mind-s-Eye,Commanders-Arsenal
11.03.2020,3.75,Mind-s-Eye,Commanders-Arsenal
31.03.2020,5.49,Mind-s-Eye,Commanders-Arsenal
01.04.2020,4.7,Mind-s-Eye,Commanders-Arsenal
07.04.2020,4.99,Mind-s-Eye,Commanders-Arsenal
15.04.2020,7.0,Mind-s-Eye,Commanders-Arsenal
25.04.2020,5.12,Mind-s-Eye,Commanders-Arsenal
01.05.2020,2.0,Mind-s-Eye,Commanders-Arsenal
04.05.2020,5.99,Mind-s-Eye,Commanders-Arsenal
08.05.2020,4.9,Mind-s-Eye,Commanders-Arsenal
13.05.2020,4.7,Mind-s-Eye,Commanders-Arsenal
16.05.2020,2.5,Mind-s-Eye,Commanders-Arsenal
17.05.2020,3.94,Mind-s-Eye,Commanders-Arsenal
18.05.2020,4.75,Mind-s-Eye,Commanders-Arsenal
22.10.2019,11.48,Sliver-Queen,Commanders-Arsenal
26.10.2019,11.48,Sliver-Queen,Commanders-Arsenal
04.11.2019,10.33,Sliver-Queen,Commanders-Arsenal
06.11.2019,14.0,Sliver-Queen,Commanders-Arsenal
13.11.2019,13.99,Sliver-Queen,Commanders-Arsenal
14.11.2019,14.88,Sliver-Queen,Commanders-Arsenal
15.11.2019,19.98,Sliver-Queen,Commanders-Arsenal
20.11.2019,24.99,Sliver-Queen,Commanders-Arsenal
07.12.2019,17.0,Sliver-Queen,Commanders-Arsenal
11.12.2019,18.88,Sliver-Queen,Commanders-Arsenal
18.12.2019,22.0,Sliver-Queen,Commanders-Arsenal
28.12.2019,22.99,Sliver-Queen,Commanders-Arsenal
03.01.2020,22.0,Sliver-Queen,Commanders-Arsenal
04.01.2020,21.0,Sliver-Queen,Commanders-Arsenal
25.01.2020,21.0,Sliver-Queen,Commanders-Arsenal
02.02.2020,22.99,Sliver-Queen,Commanders-Arsenal
17.02.2020,22.0,Sliver-Queen,Commanders-Arsenal
19.02.2020,20.0,Sliver-Queen,Commanders-Arsenal
24.02.2020,19.99,Sliver-Queen,Commanders-Arsenal
28.03.2020,22.0,Sliver-Queen,Commanders-Arsenal
09.04.2020,21.99,Sliver-Queen,Commanders-Arsenal
18.04.2020,22.99,Sliver-Queen,Commanders-Arsenal
23.04.2020,22.99,Sliver-Queen,Commanders-Arsenal
26.04.2020,22.99,Sliver-Queen,Commanders-Arsenal
28.04.2020,23.0,Sliver-Queen,Commanders-Arsenal
03.05.2020,22.99,Sliver-Queen,Commanders-Arsenal
14.05.2020,18.5,Sliver-Queen,Commanders-Arsenal
18.05.2020,22.99,Sliver-Queen,Commanders-Arsenal
19.05.2020,21.32,Sliver-Queen,Commanders-Arsenal
20.05.2020,22.99,Sliver-Queen,Commanders-Arsenal
12.05.2019,0.17,Godo-Bandit-Warlord,Commanders-Arsenal
13.05.2019,0.95,Godo-Bandit-Warlord,Commanders-Arsenal
01.06.2019,0.45,Godo-Bandit-Warlord,Commanders-Arsenal
14.06.2019,0.75,Godo-Bandit-Warlord,Commanders-Arsenal
16.06.2019,0.1,Godo-Bandit-Warlord,Commanders-Arsenal
04.08.2019,0.65,Godo-Bandit-Warlord,Commanders-Arsenal
07.08.2019,0.19,Godo-Bandit-Warlord,Commanders-Arsenal
10.08.2019,0.89,Godo-Bandit-Warlord,Commanders-Arsenal
24.08.2019,0.49,Godo-Bandit-Warlord,Commanders-Arsenal
21.09.2019,0.49,Godo-Bandit-Warlord,Commanders-Arsenal
09.10.2019,0.49,Godo-Bandit-Warlord,Commanders-Arsenal
11.10.2019,0.29,Godo-Bandit-Warlord,Commanders-Arsenal
30.10.2019,1.13,Godo-Bandit-Warlord,Commanders-Arsenal
11.11.2019,0.29,Godo-Bandit-Warlord,Commanders-Arsenal
12.11.2019,0.39,Godo-Bandit-Warlord,Commanders-Arsenal
19.11.2019,0.7,Godo-Bandit-Warlord,Commanders-Arsenal
09.12.2019,0.19,Godo-Bandit-Warlord,Commanders-Arsenal
20.12.2019,0.2,Godo-Bandit-Warlord,Commanders-Arsenal
08.01.2020,0.49,Godo-Bandit-Warlord,Commanders-Arsenal
11.01.2020,0.5,Godo-Bandit-Warlord,Commanders-Arsenal
12.01.2020,0.3,Godo-Bandit-Warlord,Commanders-Arsenal
19.01.2020,0.41,Godo-Bandit-Warlord,Commanders-Arsenal
23.02.2020,0.4,Godo-Bandit-Warlord,Commanders-Arsenal
26.02.2020,0.95,Godo-Bandit-Warlord,Commanders-Arsenal
26.04.2020,0.49,Godo-Bandit-Warlord,Commanders-Arsenal
29.04.2020,0.49,Godo-Bandit-Warlord,Commanders-Arsenal
03.05.2020,0.49,Godo-Bandit-Warlord,Commanders-Arsenal
07.05.2020,0.55,Godo-Bandit-Warlord,Commanders-Arsenal
12.05.2020,0.3,Godo-Bandit-Warlord,Commanders-Arsenal
19.05.2020,0.3,Godo-Bandit-Warlord,Commanders-Arsenal
23.11.2019,49.5,Scroll-Rack,Commanders-Arsenal
27.11.2019,58.99,Scroll-Rack,Commanders-Arsenal
29.11.2019,44.99,Scroll-Rack,Commanders-Arsenal
01.12.2019,44.5,Scroll-Rack,Commanders-Arsenal
04.12.2019,49.98,Scroll-Rack,Commanders-Arsenal
07.12.2019,48.0,Scroll-Rack,Commanders-Arsenal
10.12.2019,43.95,Scroll-Rack,Commanders-Arsenal
11.12.2019,51.99,Scroll-Rack,Commanders-Arsenal
15.12.2019,55.0,Scroll-Rack,Commanders-Arsenal
28.12.2019,47.99,Scroll-Rack,Commanders-Arsenal
05.01.2020,53.99,Scroll-Rack,Commanders-Arsenal
10.01.2020,53.95,Scroll-Rack,Commanders-Arsenal
11.01.2020,55.0,Scroll-Rack,Commanders-Arsenal
06.02.2020,47.0,Scroll-Rack,Commanders-Arsenal
13.02.2020,50.0,Scroll-Rack,Commanders-Arsenal
24.02.2020,52.0,Scroll-Rack,Commanders-Arsenal
06.03.2020,49.0,Scroll-Rack,Commanders-Arsenal
10.03.2020,49.13,Scroll-Rack,Commanders-Arsenal
12.03.2020,51.99,Scroll-Rack,Commanders-Arsenal
16.03.2020,52.0,Scroll-Rack,Commanders-Arsenal
18.03.2020,62.89,Scroll-Rack,Commanders-Arsenal
09.04.2020,54.67,Scroll-Rack,Commanders-Arsenal
13.04.2020,52.0,Scroll-Rack,Commanders-Arsenal
27.04.2020,49.7,Scroll-Rack,Commanders-Arsenal
04.05.2020,54.99,Scroll-Rack,Commanders-Arsenal
05.05.2020,49.75,Scroll-Rack,Commanders-Arsenal
06.05.2020,54.0,Scroll-Rack,Commanders-Arsenal
14.05.2020,65.0,Scroll-Rack,Commanders-Arsenal
18.05.2020,49.99,Scroll-Rack,Commanders-Arsenal
20.05.2020,52.5,Scroll-Rack,Commanders-Arsenal
04.12.2019,0.1,Glissa-the-Traitor,Commanders-Arsenal
05.12.2019,0.15,Glissa-the-Traitor,Commanders-Arsenal
06.12.2019,0.15,Glissa-the-Traitor,Commanders-Arsenal
20.12.2019,0.45,Glissa-the-Traitor,Commanders-Arsenal
31.12.2019,0.4,Glissa-the-Traitor,Commanders-Arsenal
07.01.2020,0.15,Glissa-the-Traitor,Commanders-Arsenal
08.01.2020,0.14,Glissa-the-Traitor,Commanders-Arsenal
11.01.2020,0.85,Glissa-the-Traitor,Commanders-Arsenal
12.01.2020,0.14,Glissa-the-Traitor,Commanders-Arsenal
14.01.2020,0.14,Glissa-the-Traitor,Commanders-Arsenal
17.01.2020,0.99,Glissa-the-Traitor,Commanders-Arsenal
18.01.2020,0.14,Glissa-the-Traitor,Commanders-Arsenal
19.01.2020,0.14,Glissa-the-Traitor,Commanders-Arsenal
01.02.2020,0.13,Glissa-the-Traitor,Commanders-Arsenal
08.02.2020,0.13,Glissa-the-Traitor,Commanders-Arsenal
10.02.2020,0.13,Glissa-the-Traitor,Commanders-Arsenal
12.02.2020,0.13,Glissa-the-Traitor,Commanders-Arsenal
13.02.2020,0.2,Glissa-the-Traitor,Commanders-Arsenal
23.02.2020,0.13,Glissa-the-Traitor,Commanders-Arsenal
02.03.2020,0.12,Glissa-the-Traitor,Commanders-Arsenal
01.04.2020,0.1,Glissa-the-Traitor,Commanders-Arsenal
02.04.2020,0.99,Glissa-the-Traitor,Commanders-Arsenal
06.04.2020,0.1,Glissa-the-Traitor,Commanders-Arsenal
12.04.2020,0.95,Glissa-the-Traitor,Commanders-Arsenal
26.04.2020,0.99,Glissa-the-Traitor,Commanders-Arsenal
05.05.2020,0.09,Glissa-the-Traitor,Commanders-Arsenal
07.05.2020,1.04,Glissa-the-Traitor,Commanders-Arsenal
08.05.2020,0.95,Glissa-the-Traitor,Commanders-Arsenal
10.05.2020,0.15,Glissa-the-Traitor,Commanders-Arsenal
19.05.2020,0.09,Glissa-the-Traitor,Commanders-Arsenal
18.12.2019,6.0,Chaos-Warp,Commanders-Arsenal
24.12.2019,11.32,Chaos-Warp,Commanders-Arsenal
25.12.2019,7.48,Chaos-Warp,Commanders-Arsenal
03.01.2020,9.99,Chaos-Warp,Commanders-Arsenal
16.01.2020,8.49,Chaos-Warp,Commanders-Arsenal
18.01.2020,7.25,Chaos-Warp,Commanders-Arsenal
21.01.2020,8.49,Chaos-Warp,Commanders-Arsenal
24.01.2020,8.0,Chaos-Warp,Commanders-Arsenal
13.02.2020,7.0,Chaos-Warp,Commanders-Arsenal
16.02.2020,8.0,Chaos-Warp,Commanders-Arsenal
17.02.2020,7.62,Chaos-Warp,Commanders-Arsenal
21.02.2020,6.98,Chaos-Warp,Commanders-Arsenal
25.02.2020,7.03,Chaos-Warp,Commanders-Arsenal
27.02.2020,7.44,Chaos-Warp,Commanders-Arsenal
28.02.2020,7.45,Chaos-Warp,Commanders-Arsenal
05.03.2020,8.0,Chaos-Warp,Commanders-Arsenal
06.03.2020,11.99,Chaos-Warp,Commanders-Arsenal
07.03.2020,12.0,Chaos-Warp,Commanders-Arsenal
26.03.2020,8.5,Chaos-Warp,Commanders-Arsenal
10.04.2020,9.47,Chaos-Warp,Commanders-Arsenal
13.04.2020,8.0,Chaos-Warp,Commanders-Arsenal
14.04.2020,7.9,Chaos-Warp,Commanders-Arsenal
17.04.2020,7.0,Chaos-Warp,Commanders-Arsenal
25.04.2020,7.95,Chaos-Warp,Commanders-Arsenal
01.05.2020,6.5,Chaos-Warp,Commanders-Arsenal
08.05.2020,9.0,Chaos-Warp,Commanders-Arsenal
09.05.2020,7.84,Chaos-Warp,Commanders-Arsenal
12.05.2020,7.75,Chaos-Warp,Commanders-Arsenal
15.05.2020,8.81,Chaos-Warp,Commanders-Arsenal
20.05.2020,6.79,Chaos-Warp,Commanders-Arsenal
26.11.2019,9.9,Maelstrom-Wanderer,Commanders-Arsenal
29.11.2019,10.5,Maelstrom-Wanderer,Commanders-Arsenal
01.12.2019,9.5,Maelstrom-Wanderer,Commanders-Arsenal
16.12.2019,9.49,Maelstrom-Wanderer,Commanders-Arsenal
02.01.2020,10.5,Maelstrom-Wanderer,Commanders-Arsenal
08.01.2020,13.99,Maelstrom-Wanderer,Commanders-Arsenal
09.01.2020,11.99,Maelstrom-Wanderer,Commanders-Arsenal
13.01.2020,9.48,Maelstrom-Wanderer,Commanders-Arsenal
23.01.2020,9.48,Maelstrom-Wanderer,Commanders-Arsenal
29.01.2020,12.64,Maelstrom-Wanderer,Commanders-Arsenal
06.02.2020,9.89,Maelstrom-Wanderer,Commanders-Arsenal
19.02.2020,9.5,Maelstrom-Wanderer,Commanders-Arsenal
21.02.2020,12.99,Maelstrom-Wanderer,Commanders-Arsenal
27.02.2020,11.69,Maelstrom-Wanderer,Commanders-Arsenal
01.03.2020,19.99,Maelstrom-Wanderer,Commanders-Arsenal
02.03.2020,11.98,Maelstrom-Wanderer,Commanders-Arsenal
03.03.2020,9.22,Maelstrom-Wanderer,Commanders-Arsenal
06.03.2020,12.99,Maelstrom-Wanderer,Commanders-Arsenal
19.03.2020,10.0,Maelstrom-Wanderer,Commanders-Arsenal
31.03.2020,9.5,Maelstrom-Wanderer,Commanders-Arsenal
15.04.2020,9.74,Maelstrom-Wanderer,Commanders-Arsenal
18.04.2020,13.99,Maelstrom-Wanderer,Commanders-Arsenal
21.04.2020,10.0,Maelstrom-Wanderer,Commanders-Arsenal
22.04.2020,7.89,Maelstrom-Wanderer,Commanders-Arsenal
25.04.2020,11.4,Maelstrom-Wanderer,Commanders-Arsenal
27.04.2020,9.0,Maelstrom-Wanderer,Commanders-Arsenal
03.05.2020,10.76,Maelstrom-Wanderer,Commanders-Arsenal
11.05.2020,10.0,Maelstrom-Wanderer,Commanders-Arsenal
17.05.2020,11.23,Maelstrom-Wanderer,Commanders-Arsenal
20.05.2020,9.88,Maelstrom-Wanderer,Commanders-Arsenal
05.12.2019,37.0,Sylvan-Library,Commanders-Arsenal
